Account or Security,Coupon,Maturity Date,Quantity,Cost Value,Market Value,Year,Industry
AIR LEASE CORP 2.125% DUE 01-1,3.19,06/03/21,3384000,3384000,3385238.54,2019,
AIR LEASE CORP 2.125% DUE 01-1,2.75,01/15/23,590000,590227.53,584616.76,2020,
AIR LEASE CORP 2.125% DUE 01-1,2.25,01/15/23,1000000,990120,988410.37,2020,
AIR LEASE CORP 2.125% DUE 01-1,2.5,03/01/21,75000,74535.75,75010.71,2020,
AIR LEASE CORP 2.125% DUE 01-1,3.5,01/15/22,185000,183686.5,186924.1,2020,
AIR LEASE CORP 2.125% DUE 01-1,2.25,01/15/23,170000,168786.2,168029.76,2020,
AIR LEASE CORP 2.125% DUE 01-1,2.5,03/01/21,1440000,1420617.6,1440205.63,2020,
AIR LEASE CORP 2.125% DUE 01-1,2.75,01/15/23,590000,590227.53,608716.71,2021,
AIR LEASE CORP 2.125% DUE 01-1,2.25,01/15/23,1000000,990120,1026579.06,2021,
AIR LEASE CORP 2.125% DUE 01-1,3.5,01/15/22,185000,183686.5,188059.08,2021,
AIR LEASE CORP 2.125% DUE 01-1,2.25,01/15/23,170000,168786.2,174518.44,2021,
AIR LEASE CORP 2.125% DUE 01-1,0.48,12/15/22,1263000,1263000,1264795.7,2021,
AIR LEASE CORP 2.125% DUE 01-1,2.75,01/15/23,590000,590227.53,585799.08,2022,
AIR LEASE CORP 2.125% DUE 01-1,2.25,01/15/23,170000,168786.2,168273.09,2022,
AIR LEASE CORP 2.125% DUE 01-1,0.8,08/18/24,160000,158920,146510.45,2022,
AIR LEASE CORP 2.125% DUE 01-1,3,09/15/23,2000000,2047220,1955256.22,2022,
AIR LEASE CORP 2.125% DUE 01-1,2.18,12/15/22,218000,218000,217756.69,2022,
AIR LEASE CORP 2.125% DUE 01-1,5.85,12/15/27,1389000,1374596.07,1387134.16,2023,
AIR LEASE CORP 2.125% DUE 01-1,5.85,12/15/27,210000,210774.91,209717.91,2023,
AIR LEASE CORP 2.125% DUE 01-1,0.8,08/18/24,160000,158920,150706.44,2023,
AIR LEASE CORP 2.125% DUE 01-1,3,09/15/23,2000000,2047220,1987900,2023,
AIR LIQUIDE FIN S A NT 144A 1.,8,10/01/10,630000,692544.54,661500,2009,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,230000,229448,226097.36,2016,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,1000000,997600,983032,2016,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,230000,229448,226405.1,2017,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,1000000,997600,984370,2017,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,230000,229448,225764.78,2018,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,1000000,997600,981586,2018,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,230000,229448,229334.84,2019,
AIR LIQUIDE FIN S A NT 144A 1.,1.38,09/27/19,412000,404604.6,410808.5,2019,
AIR PRODS & CHEMS INC 1.5% DUE,1.5,10/15/25,40000,39991.6,41259.73,2020,
AIR PRODUCTS & CHEMICALS,1.2,10/15/17,675000,674298,673556.85,2012,
AIR PRODUCTS & CHEMICALS,1.2,10/15/17,675000,674298,660584.02,2013,
AIR PRODUCTS & CHEMICALS,1.2,10/15/17,675000,674298,668176.42,2014,
AIR PRODUCTS & CHEMICALS,1.2,10/15/17,675000,674298,671133.6,2015,
AIRCASTLE LTD 4.4% DUE ,6.25,12/01/19,250000,255351.1,253534.5,2019,
AIRCASTLE LTD 4.4% DUE ,4.4,09/25/23,188000,185930.12,187040.43,2023,
AIRGAS INC,2.95,06/15/16,100000,103968,102238.8,2014,
AIRGAS INC,2.95,06/15/16,137000,141793.47,137773.09,2015,
AIRGAS INC,2.38,02/15/20,400000,401912,399738.8,2017,
AIRGAS INC,2.38,02/15/20,400000,401912,395407.2,2018,
AIRGAS INC,2.38,02/15/20,400000,401912,400002,2019,
AIRGAS INC,3.65,07/15/24,150000,162564,164564.33,2020,
ALABAMA POWER CO,5.8,11/15/13,135000,134805.6,147931.79,2009,
ALABAMA POWER CO,0.55,10/15/15,2200000,2203388,2199029.8,2014,
ALABAMA POWER CO,5.55,02/01/17,3485000,3514285.15,3495918.51,2016,
ALABAMA PWR CO 2.45% DUE ,2.45,03/30/22,439000,447152.23,445395.48,2021,
ALBEMARLE CORP 4.65% 06-01-202,1.44,11/15/22,80000,80000,76876,2020,
ALBEMARLE CORP 4.65% 06-01-202,4.65,06/01/27,150000,149862,147615.93,2022,
ALBEMARLE CORP 4.65% 06-01-202,4.65,06/01/27,150000,149862,146074.32,2023,
ALCOA INC,5.55,02/01/17,80000,79537.6,79544.64,2009,
ALCON FIN CORP 2.75% DUE,2.75,09/23/26,200000,199016,215154.89,2020,
ALCON FIN CORP 2.75% DUE,2.75,09/23/26,200000,199016,211654.38,2021,
ALCON FIN CORP 2.75% DUE,2.75,09/23/26,200000,199016,186944.97,2022,
ALCON FIN CORP 2.75% DUE,6.13,05/15/28,200000,200686,198924,2023,
ALEXANDRIA REAL ESTATE EQUITIE,2.75,01/15/20,300000,300774,297549.9,2018,
ALEXANDRIA REAL ESTATE EQUITIE,4,01/15/24,170000,174025.6,179816.48,2019,
ALEXANDRIA REAL ESTATE EQUITIE,2.75,01/15/20,300000,300774,300125.1,2019,
ALEXANDRIA REAL ESTATE EQUITIE,4,01/15/24,170000,174025.6,187885.31,2020,
ALEXANDRIA REAL ESTATE EQUITIE,2,05/18/32,1032000,824227.44,779169.23,2023,
ALEXANDRIA REAL ESTATE EQUITIE,4.3,01/15/26,90000,86046.3,86763.43,2023,
ALIBABA GROUP HOLDINGS,1.625,11/28/17,530000,529411.7,527598.57,2014,
ALIBABA GROUP HOLDINGS,1.625,11/28/17,560000,559397.98,552980.4,2015,
ALIMENTATION COUCHE-TARD,2.35,12/13/19,2278000,2259307.63,2275448.64,2019,
ALIMENTATION COUCHE-TARD,6.27,06/26/26,370000,370000,368705.32,2023,
ALIMENTATION COUCHE-TARD,3.88,09/01/28,55000,49102.35,47980.69,2023,
ALLEGHANY CORP DEL 5.625% DUE ,5.63,09/15/20,645000,668890.8,669158.48,2019,
ALLIANT ENERGY FIN LLC ,1.4,03/15/26,380000,379285.6,374299.1,2021,
ALLIANT ENERGY FIN LLC ,1.4,03/15/26,380000,379285.6,337459.48,2022,
ALLIANT ENERGY FIN LLC ,1.4,03/15/26,380000,379285.6,336167.85,2023,
ALLSTATE CORP .75% DUE ,0.75,12/15/25,676000,586181.3,605436.09,2023,
ALLSTATE CORP .75% DUE ,5.75,08/15/53,315000,309674.5,309981.84,2023,
ALLSTATE CORP .75% DUE ,6.5,05/15/67,270000,258841.3,261926.88,2023,
ALLY AUTO RECEIVABLES TRUST,3,01/15/13,1700000,1746484.38,1733379.5,2011,
ALLY AUTO RECEIVABLES TRUST,2.33,06/17/13,1295449.25,1311476.16,1301758.08,2011,
ALLY AUTO RECEIVABLES TRUST,0.65,03/17/14,975000,974912.54,973726.65,2011,
ALLY FINANCIAL INC 5.125% ,5.13,09/30/24,165000,160419.3,161876.22,2023,
ALLY FINL INC 1.45% ,1.45,10/02/23,220000,223731.2,223274.74,2021,
ALLY FINL INC 1.45% ,1.45,10/02/23,220000,223731.2,212656.33,2022,
ALLY FINL INC 1.45% ,6.99,06/13/29,140000,140000,138250.53,2023,
ALLY FINL INC 1.45% ,5.75,11/20/25,505000,479124.9,486345.99,2023,
ALTRIA GROUP INC,9.7,11/10/18,225000,224844.75,278137.58,2009,
ALTRIA GROUP INC,9.7,11/10/18,225000,224844.75,296825.85,2010,
ALTRIA GROUP INC,9.7,11/10/18,225000,224844.75,302717.92,2011,
ALTRIA GROUP INC,2.85,08/09/22,455000,430994.2,418928.05,2013,
ALTRIA GROUP INC,2.85,08/09/22,455000,430994.2,442121.68,2014,
ALTRIA GROUP INC,2.85,08/09/22,455000,430994.2,443570.85,2015,
ALTRIA GROUP INC,2.85,08/09/22,825000,807188.25,833714.48,2019,
ALTRIA GROUP INC,3.49,02/14/22,410000,409975.4,421647.28,2019,
ALTRIA GROUP INC,2.35,05/06/25,1264000,1263469.12,1328229.2,2020,
ALTRIA GROUP INC,3.49,02/14/22,410000,409975.4,427828.53,2020,
ALTRIA GROUP INC,4.4,02/14/26,400000,400108,391397.18,2023,
AMAZON.COM INC,0.65,11/27/15,875000,874378.75,874606.25,2013,
AMAZON.COM INC,0.65,11/27/15,875000,874378.75,874391.88,2014,
AMAZON.COM INC,0.65,11/27/15,1700000,1701751,1698818.5,2014,
AMAZON.COM INC,0.65,11/27/15,100000,100297,99930.5,2014,
AMAZON.COM INC,1.9,08/21/20,765000,764579.25,758729.3,2017,
AMAZON.COM INC,2.6,12/05/19,220000,224297,222244.88,2017,
AMAZON.COM INC,1.9,08/21/20,80000,79956,79344.24,2017,
AMAZON.COM INC,1.9,08/21/20,765000,748711.62,749125.49,2018,
AMAZON.COM INC,2.6,12/05/19,170000,173320.41,170048.96,2018,
AMAZON.COM INC,0.4,06/03/23,250000,249650,249519.8,2020,
AMAZON.COM INC,2.1,05/12/31,785000,784858.7,798198.84,2021,
AMAZON.COM INC,3.45,04/13/29,1343000,1340099.12,1305507.12,2022,
AMAZON.COM INC,3.45,04/13/29,1343000,1340099.12,1264423.37,2023,
AMAZON.COM INC,4.7,12/01/32,229000,233996.78,230882.44,2023,
AMAZON.COM INC,3.3,04/13/27,500000,488605,476166.01,2023,
AMAZON.COM INC,0.45,05/12/24,4085000,3904116.2,3916406.41,2023,
AMAZON.COM INC,1,05/12/26,235000,212046.25,211271.31,2023,
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,674453.26,674453.26,620592.7,2020,
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,647914.02,647914.02,667283.47,2021,
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,610727.32,610727.32,539836.96,2022,
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,573540.62,573540.62,499275.31,2023,
AMER AIRLINES 3.15% 08-15-2033,3.15,08/15/33,234439.96,234439.96,204083.34,2023,
AMER EXPRESS CREDIT,1.75,06/12/15,60000,59988,61256.64,2012,
AMER EXPRESS CREDIT,1.75,06/12/15,60000,59988,60968.22,2013,
AMER EXPRESS CREDIT,1.75,06/12/15,60000,59988,60329.88,2014,
AMER EXPRESS CREDIT,1.55,09/22/17,300000,299598,300586.8,2014,
AMER EXPRESS CREDIT,0.505,06/05/17,1100000,1100000,1098116.8,2014,
AMER EXPRESS CREDIT,0.547,09/22/17,500000,500000,497155.5,2014,
AMER EXPRESS CREDIT,1.55,09/22/17,300000,299598,299879.4,2015,
AMER EXPRESS CREDIT,1.55,09/22/17,500000,502215,499799,2015,
AMER EXPRESS CREDIT,1.875,11/05/18,220000,219980.2,219418.54,2015,
AMER EXPRESS CREDIT,0.722,06/05/17,1100000,1100000,1094291,2015,
AMER EXPRESS CREDIT,0.886,09/22/17,500000,500000,496550.5,2015,
AMER EXPRESS CREDIT,1.55,09/22/17,300000,299598,300334.2,2016,
AMER EXPRESS CREDIT,1.55,09/22/17,500000,502215,500557,2016,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,140325.48,2010,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,149144.22,2011,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,157068.72,2012,
AMER MOVIL SAB DE,2.38,09/08/16,250000,255835,259845.75,2012,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,146213.5,2013,
AMER MOVIL SAB DE,2.375,09/08/16,250000,255835,257292.5,2013,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,148869.9,2014,
AMER MOVIL SAB DE,2.375,09/08/16,250000,255835,253430,2014,
AMER MOVIL SAB DE,2.375,09/08/16,2500000,2563500,2534300,2014,
AMER MOVIL SAB DE,5,03/30/20,135000,134130.6,146492.68,2015,
AMER MOVIL SAB DE,2.375,09/08/16,250000,255835,250916.75,2015,
AMER MOVIL SAB DE,2.375,09/08/16,2500000,2563500,2509167.5,2015,
AMEREN CORP 2.5% DUE ,2.5,09/15/24,120000,119960.4,127163.35,2020,
AMEREN CORP 2.5% DUE ,2.7,11/15/20,1540000,1549240,1549423.92,2020,
AMEREN CORP 2.5% DUE ,2.5,09/15/24,120000,119960.4,126186.91,2021,
AMEREN CORP 2.5% DUE ,2.5,09/15/24,120000,119960.4,116303.37,2022,
AMEREN CORP 2.5% DUE ,2.5,09/15/24,120000,119960.4,114990.17,2023,
AMEREN ILL CO,2.15,11/13/20,170000,169773.9,169207.97,2017,
AMEREN ILL CO,2.15,11/13/20,170000,169773.9,165847.07,2018,
AMEREN ILL CO,2.7,09/01/22,150000,150610.5,152193,2019,
AMEREN ILL CO,3.25,03/01/25,200000,202216,207128.8,2019,
AMEREN ILL CO,2.7,09/01/22,150000,150610.5,155841.23,2020,
AMEREN ILL CO,3.25,03/01/25,200000,202216,218572.62,2020,
AMEREN ILL CO,3.25,03/01/25,410000,428516.2,440820.12,2021,
AMEREN ILL CO,0.38,06/15/23,100000,99975,99929.19,2021,
AMEREN ILL CO,0.38,06/15/23,1629000,1628592.75,1627846.55,2021,
AMEREN ILL CO,3.25,03/01/25,410000,428516.2,404999.91,2022,
AMEREN ILL CO,0.38,06/15/23,100000,99975,96866.1,2022,
AMEREN ILL CO,0.38,06/15/23,1629000,1628592.75,1577948.79,2022,
AMERICA MOVIL S A B DE C V F,5.5,03/01/14,1350000,1414654.5,1360125,2013,
AMERICA MOVIL S A B DE C V F,5.75,01/15/15,600000,635448,628200,2013,
AMERICA MOVIL S A B DE C V F,5.75,01/15/15,600000,635448,600300,2014,
AMERICA MOVIL S A B DE C V F,5.63,11/15/17,2200000,2307800,2271539.6,2016,
AMERICA MOVIL S A B DE C V F,5.63,11/15/17,346000,358826.22,357251.23,2016,
AMERICA MOVIL S A B DE C V F,5,03/30/20,552000,567141.36,562388.64,2019,
AMERICA MOVIL S A B DE C V F,5,03/30/20,565000,576075.77,575633.3,2019,
AMERICA MOVIL S A B DE C V F,3.13,07/16/22,290000,299636.7,297923.09,2021,
AMERICAN AIRLS 2013-2 CL A PAS,4.95,01/15/23,879025.4,959236.46,937260.83,2016,
AMERICAN AIRLS 2013-2 CL A PAS,4.95,07/15/24,1276527.25,1371092.89,1338438.82,2019,
AMERICAN AIRLS 2013-2 CL A PAS,4.95,07/15/24,854252.05,911427.06,895683.27,2019,
AMERICAN AIRLS 2013-2 CL A PAS,4.95,07/15/24,1179539.07,1266919.78,955403.76,2020,
AMERICAN AIRLS 2013-2 CL A PAS,4.95,07/15/24,669506.39,714316.4,542287.19,2020,
AMERICAN ELEC PWR CO INC 3.65%,1.65,12/15/17,1125000,1123695,1128942,2012,
AMERICAN ELEC PWR CO INC 3.65%,1.65,12/15/17,570000,569338.8,558493.41,2013,
AMERICAN ELEC PWR CO INC 3.65%,1.65,12/15/17,570000,569338.8,570146.49,2014,
AMERICAN ELEC PWR CO INC 3.65%,1.65,12/15/17,570000,569338.8,565781.43,2015,
AMERICAN ELEC PWR CO INC 3.65%,2.15,11/13/20,170000,169773.9,169622.26,2019,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,100000,99938,103132.8,2019,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,460000,459714.8,474410.88,2019,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,100000,99938,104287.33,2020,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,460000,459714.8,479721.72,2020,
AMERICAN ELEC PWR CO INC 3.65%,2.15,11/13/20,2186000,2191359.28,2199723.42,2020,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,100000,99938,101431.77,2021,
AMERICAN ELEC PWR CO INC 3.65%,1,11/01/25,200000,199538,197967.53,2021,
AMERICAN ELEC PWR CO INC 3.65%,3.65,12/01/21,460000,459714.8,466586.15,2021,
AMERICAN ELEC PWR CO INC 3.65%,3.4,03/15/24,850000,857607.5,822280.03,2022,
AMERICAN ELEC PWR CO INC 3.65%,1,11/01/25,200000,199538,179828.51,2022,
AMERICAN ELEC PWR CO INC 3.65%,1,11/01/25,200000,199538,180571.75,2023,
AMERICAN ELEC PWR CO INC 3.65%,2.03,03/15/24,200000,193682,194501.84,2023,
AMERICAN EXPRESS,6.8,09/01/66,1000000,1062824,863460,2009,
AMERICAN EXPRESS,7,03/19/18,135000,115373.7,148671.72,2009,
AMERICAN EXPRESS,6.8,09/01/66,1000000,1062824,990000,2010,
AMERICAN EXPRESS,0.28,09/15/14,100000,99789.06,99795.1,2010,
AMERICAN EXPRESS,7,03/19/18,135000,115373.7,157244.35,2010,
AMERICAN EXPRESS,6.8,09/01/66,1000000,1062824,995000,2011,
AMERICAN EXPRESS,7,03/19/18,135000,115373.7,163136.16,2011,
AMERICAN EXPRESS,0.58,05/15/15,1400000,1403554.69,1403103.8,2011,
AMERICAN EXPRESS,0.53,07/15/13,2500000,2504492.19,2502400,2011,
AMERICAN EXPRESS,2.38,03/24/17,550000,548509.5,575474.35,2012,
AMERICAN EXPRESS,7.25,05/20/14,1134000,1280537.2,1234026.73,2012,
AMERICAN EXPRESS,0.88,11/13/15,400000,399848,399706,2012,
AMERICAN EXPRESS,4.88,07/15/13,800000,828574,818615.2,2012,
AMERICAN EXPRESS,2.375,03/24/17,550000,548509.5,565332.9,2013,
AMERICAN EXPRESS,7.25,05/20/14,1134000,1280537.2,1163817.4,2013,
AMERICAN EXPRESS,0.875,11/13/15,860000,860096.4,861921.24,2013,
AMERICAN EXPRESS,7.25,05/20/14,2025000,2175255.54,2078245.35,2013,
AMERICAN EXPRESS,0.875,11/13/15,860000,860096.4,861195.4,2014,
AMERICAN EXPRESS,0.875,11/13/15,2500000,2506305,2503475,2014,
AMERICAN EXPRESS,0.875,11/13/15,900000,904617,901251,2014,
AMERICAN EXPRESS,2.8,09/19/16,110000,115065.5,113235.21,2014,
AMERICAN EXPRESS,5.5,09/12/16,1620000,1680004.8,1667401.2,2015,
AMERICAN EXPRESS,2.8,09/19/16,150000,155249.33,151910.55,2015,
AMERICAN EXPRESS,2.25,05/05/21,360000,359780.4,355710.24,2016,
AMERICAN EXPRESS,1.7,10/30/19,110000,109869.1,108926.18,2016,
AMERICAN EXPRESS,1.88,11/05/18,1205000,1204819.25,1206749.66,2016,
AMERICAN EXPRESS,1.51,05/22/18,120000,119470.14,120247.92,2016,
AMERICAN EXPRESS,1.88,11/05/18,30000,29997.3,30043.56,2016,
AMERICAN EXPRESS,1.7,10/30/19,195000,194767.95,193096.41,2016,
AMERICAN EXPRESS,1.66,11/05/18,2950000,2971892,2968871.15,2016,
AMERICAN EXPRESS,6,09/13/17,1400000,1487906,1443274,2016,
AMERICAN EXPRESS,1.88,05/03/19,691000,691657.53,688222.87,2017,
AMERICAN EXPRESS,2.25,05/05/21,360000,359780.4,357159.24,2017,
AMERICAN EXPRESS,1.88,05/03/19,80000,79967.2,79678.48,2017,
AMERICAN EXPRESS,2.2,03/03/20,200000,199792,199394.6,2017,
AMERICAN EXPRESS,1.7,10/30/19,110000,109869.1,108864.58,2017,
AMERICAN EXPRESS,1.88,11/05/18,1205000,1204819.25,1204462.57,2017,
AMERICAN EXPRESS,1.71,10/30/20,185000,185000,184701.04,2017,
AMERICAN EXPRESS,1.91,08/15/19,100000,100535.1,100384.6,2017,
AMERICAN EXPRESS,2.19,03/03/22,245000,245000,246336.48,2017,
AMERICAN EXPRESS,2.6,09/14/20,270000,274870.8,271366.47,2017,
AMERICAN EXPRESS,1.71,10/30/20,4500000,4496371.79,4492728,2017,
AMERICAN EXPRESS,1.92,03/03/20,600000,600000,601423.8,2017,
AMERICAN EXPRESS,1.88,05/03/19,442000,441818.78,440223.6,2017,
AMERICAN EXPRESS,1.88,05/03/19,1391000,1388955.53,1380784.5,2018,
AMERICAN EXPRESS,3.38,05/17/21,220000,219962.6,220262.24,2018,
AMERICAN EXPRESS,2.25,05/05/21,360000,359780.4,349823.16,2018,
AMERICAN EXPRESS,1.88,05/03/19,80000,79967.2,79412.48,2018,
AMERICAN EXPRESS,2.2,03/03/20,200000,199792,197376,2018,
AMERICAN EXPRESS,1.7,10/30/19,110000,109869.1,108294.23,2018,
AMERICAN EXPRESS,2.85,05/17/21,4015000,4024776.12,4026177.76,2018,
AMERICAN EXPRESS,2.85,05/17/21,735000,735000,737046.24,2018,
AMERICAN EXPRESS,2.75,03/03/20,600000,600000,601384.8,2018,
AMERICAN EXPRESS,1.88,05/03/19,442000,441818.78,438753.95,2018,
AMERICAN EXPRESS,3.7,11/05/21,545000,544880.1,561824.15,2019,
AMERICAN EXPRESS,3.7,08/03/23,1372000,1380369.2,1440203.49,2019,
AMERICAN EXPRESS,2.75,05/20/22,190000,189772,192320.09,2019,
AMERICAN EXPRESS,3,02/22/21,350000,349650,353832.85,2019,
AMERICAN EXPRESS,3.38,05/17/21,220000,219962.6,224154.48,2019,
AMERICAN EXPRESS,3.33,08/03/23,90000,90000,90467.64,2019,
AMERICAN EXPRESS,2.25,05/05/21,360000,359780.4,360106.56,2019,
AMERICAN EXPRESS,1.7,10/30/19,110000,109869.1,109738.42,2019,
AMERICAN EXPRESS,2.2,03/03/20,200000,199792,199790.4,2019,
AMERICAN EXPRESS,3.7,11/05/21,1087000,1086760.86,1120555.69,2019,
AMERICAN EXPRESS,3.7,11/05/21,130000,129971.4,134013.1,2019,
AMERICAN EXPRESS,3.05,05/17/21,4620000,4627072.56,4637417.4,2019,
AMERICAN EXPRESS,3,02/22/21,2500000,2497500,2527377.5,2019,
AMERICAN EXPRESS,3.14,05/20/22,1076000,1076000,1080254.5,2019,
AMERICAN EXPRESS,3.05,05/17/21,735000,735000,737770.95,2019,
AMERICAN EXPRESS,3.7,11/05/21,545000,544880.1,566772.75,2020,
AMERICAN EXPRESS,3.7,08/03/23,1372000,1380369.2,1492053.1,2020,
AMERICAN EXPRESS,3.38,05/17/21,220000,219962.6,225124.15,2020,
AMERICAN EXPRESS,3.7,08/03/23,350000,371549.5,380625.79,2020,
AMERICAN EXPRESS,1.31,08/03/23,90000,90000,90163.8,2020,
AMERICAN EXPRESS,3.7,11/05/21,1087000,1086760.86,1130425.65,2020,
AMERICAN EXPRESS,2.5,07/30/24,100000,99678,105843.24,2020,
AMERICAN EXPRESS,3.7,11/05/21,130000,129971.4,135193.5,2020,
AMERICAN EXPRESS,1,05/20/22,5635000,5669427.65,5644564.23,2020,
AMERICAN EXPRESS,3,02/22/21,2500000,2497500,2535195.98,2020,
AMERICAN EXPRESS,0.91,05/17/21,735000,735000,736871.28,2020,
AMERICAN EXPRESS,3.7,11/05/21,340000,339925.2,343102.31,2021,
AMERICAN EXPRESS,3.7,08/03/23,1372000,1380369.2,1461058.52,2021,
AMERICAN EXPRESS,3.7,08/03/23,350000,371549.5,372719.01,2021,
AMERICAN EXPRESS,0.93,08/01/23,90000,90000,91155.85,2021,
AMERICAN EXPRESS,2.5,07/30/24,100000,99678,105364.36,2021,
AMERICAN EXPRESS,3.7,11/05/21,130000,129971.4,131186.18,2021,
AMERICAN EXPRESS,0.79,02/27/23,3810000,3829468.2,3841040.11,2021,
AMERICAN EXPRESS,0.78,05/20/22,4245000,4272996.07,4263495.38,2021,
AMERICAN EXPRESS,2.75,05/20/22,1483000,1520398.5,1512261.38,2021,
AMERICAN EXPRESS,2.25,03/04/25,430000,429565.7,413085.94,2022,
AMERICAN EXPRESS,3.38,05/03/24,70000,69993,69496.21,2022,
AMERICAN EXPRESS,3.4,02/22/24,100000,104671,99681.74,2022,
AMERICAN EXPRESS,2.04,08/03/23,90000,90000,89894.29,2022,
AMERICAN EXPRESS,0.75,11/03/23,2180000,2179782,2109392.31,2022,
AMERICAN EXPRESS,2.5,07/30/24,100000,99678,97293.89,2022,
AMERICAN EXPRESS,2.02,03/04/25,1645000,1645000,1630008.03,2022,
AMERICAN EXPRESS,1.1,11/03/23,4145000,4119425.35,4104968.67,2022,
AMERICAN EXPRESS,3.38,05/03/24,1844000,1843815.6,1830728.66,2022,
AMERICAN EXPRESS,5.04,05/01/34,857000,857000,838250.37,2023,
AMERICAN EXPRESS,2.25,03/04/25,375000,357176.25,355165.33,2023,
AMERICAN EXPRESS,3.95,08/01/25,910000,909090,883211.26,2023,
AMERICAN EXPRESS,4.9,02/13/26,80000,79936.8,79178.56,2023,
AMERICAN EXPRESS,4.99,05/01/26,230000,230000,227143.37,2023,
AMERICAN EXPRESS,6.05,08/03/23,90000,90000,90000,2023,
AMERICAN EXPRESS,4.9,02/13/26,1620000,1618720.2,1603365.79,2023,
AMERICAN EXPRESS,5.99,03/04/25,2743000,2744464.73,2760682.15,2023,
AMERICAN EXPRESS,5.29,11/03/23,4145000,4119425.35,4141622.41,2023,
AMERICAN EXPRESS,3.38,05/03/24,1844000,1843815.6,1808012.57,2023,
AMERICAN HONDA FIN CORP MED TE,2.38,03/18/13,480000,479808,488067.84,2010,
AMERICAN HONDA FIN CORP MED TE,2.38,03/18/13,480000,479808,486720.48,2011,
AMERICAN HONDA FIN CORP MED TE,2.38,03/18/13,480000,479808,481908,2012,
AMERICAN HONDA FIN CORP MED TE,1,08/11/15,870000,868181.7,874904.19,2012,
AMERICAN HONDA FIN CORP MED TE,2.5,09/21/15,775000,799505.5,808177.75,2012,
AMERICAN HONDA FIN CORP MED TE,1,08/11/15,945000,943024.95,950326.96,2012,
AMERICAN HONDA FIN CORP MED TE,1.45,02/27/15,700000,704354,711166.4,2012,
AMERICAN HONDA FIN CORP MED TE,0.58,01/17/13,2700000,2704671,2700405,2012,
AMERICAN HONDA FIN CORP MED TE,6.7,10/01/13,675000,724090.44,705658.5,2012,
AMERICAN HONDA FIN CORP MED TE,0.47,04/08/14,500000,500000,499910,2012,
AMERICAN HONDA FIN CORP MED TE,0.53,11/03/14,600000,600000,600186,2012,
AMERICAN HONDA FIN CORP MED TE,1.125,10/07/16,500000,498260,502043.5,2013,
AMERICAN HONDA FIN CORP MED TE,2.5,09/21/15,775000,799505.5,798707.25,2013,
AMERICAN HONDA FIN CORP MED TE,1,08/11/15,945000,943024.95,948704.4,2013,
AMERICAN HONDA FIN CORP MED TE,1.45,02/27/15,700000,704354,706534.5,2013,
AMERICAN HONDA FIN CORP MED TE,0.612,05/26/16,2000000,2001130,2004600,2013,
AMERICAN HONDA FIN CORP MED TE,1.45,02/27/15,500000,505505,504667.5,2013,
AMERICAN HONDA FIN CORP MED TE,1.125,10/07/16,360000,358747.2,361664.64,2014,
AMERICAN HONDA FIN CORP MED TE,1.55,12/11/17,260000,259758.2,261108.64,2014,
AMERICAN HONDA FIN CORP MED TE,0.609,05/26/16,2000000,2001130,2003788,2014,
AMERICAN HONDA FIN CORP MED TE,1.2,07/14/17,160000,159774.4,159442.72,2014,
AMERICAN HONDA FIN CORP MED TE,0.549,12/11/17,600000,600000,599622,2014,
AMERICAN HONDA FIN CORP MED TE,2.5,09/21/15,2700000,2786535.54,2739744,2014,
AMERICAN HONDA FIN CORP MED TE,1.125,10/07/16,360000,358747.2,360288.36,2015,
AMERICAN HONDA FIN CORP MED TE,0.95,05/05/17,230000,229790.7,228660.25,2015,
AMERICAN HONDA FIN CORP MED TE,1.6,07/13/18,300000,299781,298456.8,2015,
AMERICAN HONDA FIN CORP MED TE,0.782,05/26/16,2000000,2001130,2001866,2015,
AMERICAN HONDA FIN CORP MED TE,1.02,09/20/17,2250000,2250000,2247488.99,2015,
AMERICAN HONDA FIN CORP MED TE,1.2,07/14/17,300000,300205.6,298676.1,2015,
AMERICAN HONDA FIN CORP MED TE,1.02,09/20/17,1771000,1771000,1769023.56,2015,
